1. 39.158274
2. 29.515114
3. 21.952555
4. 17.301163
5. 14.251135
6. 12.092037
7. 10.517862
8. 9.524259
9. 8.629283
10. 8.077937
15. 5.792185
20. 4.492515
30. 3.495654
