1. 39.162212
2. 29.508394
3. 21.929586
4. 17.295327
5. 14.229459
6. 12.108120
7. 10.530867
8. 9.360289
9. 8.607987
10. 7.826303
15. 5.727167
20. 4.632581
30. 3.460853
